BARCODE,CELL_NAME_TYPE_ID
003016096004,CELL0080
003016096005,CELL0080
003016095028,CELL0080
003016095029,CELL0080
003016096006,CELL0080
003016096007,CELL0080
003016095030,CELL0080
003016096001,CELL0080
003016096008,CELL0080
003016103012,CELL0080
003016103013,CELL0080
003016103020,CELL0080
003016103021,CELL0080
003016103014,CELL0080
003016103015,CELL0080
003016103022,CELL0080
003016103023,CELL0080
003016103016,CELL0080
003016103017,CELL0080
003016103024,CELL0080
003016103025,CELL0080
003016103018,CELL0080
003016103019,CELL0080
003016103026,CELL0080
003016103027,CELL0080
003016037018,CELL0030
003016037019,CELL0030
003016037026,CELL0030
003016037027,CELL0030
003016038004,CELL0030
003016038005,CELL0030
003016037020,CELL0030
003016037021,CELL0030
003016037028,CELL0030
003016037029,CELL0030
003016038006,CELL0030
003016038007,CELL0030
003016037022,CELL0030
003016037023,CELL0030
003016037030,CELL0030
003016038001,CELL0030
003016038008,CELL0030
003016038009,CELL0030
003016037024,CELL0030
003016037025,CELL0030
003016038002,CELL0030
003016038003,CELL0030
003016038010,CELL0030
003016038011,CELL0030
003016092026,CELL0080
003016092027,CELL0080
003016092028,CELL0080
003016092029,CELL0080
003016092030,CELL0080
003016093001,CELL0080
003016062014,CELL0020
003016062015,CELL0020
003016062020,CELL0020
003016062021,CELL0020
003016062016,CELL0020
003016062017,CELL0020
003016062022,CELL0020
003016062023,CELL0020
003016062018,CELL0020
003016062019,CELL0020
003016062024,CELL0020
003016062025,CELL0020
